region,oficina,direccion,horario,href
los lagos,alerce,avda. violeta parra s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Avda.+Violeta+Parra+S%2FN,-41.399050,-72.903027"
los lagos,ancud,errazuriz n°317,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Err%C3%A1zuriz+N%C2%B0317,-41.870247,-73.826757"
los lagos,ayacara,av. costanera s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Costanera+s%2Fn,-42.317099,-72.785136"
los lagos,butachauques,isla butachauques s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Isla+Butachauques+S%2FN,-42.296104,-73.122354"
los lagos,calbuco,riquelme n°10,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Riquelme+N%C2%B010,-41772272,-73.131230"
los lagos,castro,san martin n°612 esq.ramirez,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+Mart%C3%ADn+N%C2%B0612+esq.Ram%C3%ADrez,-41.875585,-73.833511"
los lagos,chacao,"sin espacio fisico, se atiende por requerimiento",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sin+espacio+f%C3%ADsico%2C+se+atiende+por+requerimiento,,"
los lagos,chaiten,juan todesco n°177,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Juan+Todesco+N%C2%B0177,-42.919475,-72.708600"
los lagos,chaulinec,"sin espacio fisico, se atiende por requerimiento",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sin+espacio+f%C3%ADsico%2C+se+atiende+por+requerimiento,,"
los lagos,chonchi,centenario n°421,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Centenario+N%C2%B0421,-42.622876,-73.773901"
los lagos,cochamo,av. cochamo n°25,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Cocham%C3%B3+N%C2%B025,-41.492539,-72.307634"
los lagos,colaco,lord cochrane s/n pargua,1er martes del mes de 10:00 a 14:00 hrs,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Lord+Cochrane+s%2Fn+Pargua,-41.788209,-73.377686"
los lagos,curaco de velez,galvarino riveros s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Galvarino+Riveros+s%2Fn,-42.439262,-73.601232"
los lagos,dalcahue,o'higgins n°013,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%27higgins+N%C2%B0013,-42.380382,-73.650713"
los lagos,entre lagos,manuel rodriguez n°70,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Manuel+Rodr%C3%ADguez+N%C2%B070,-40.683958,-72.600145"
los lagos,fresia,san jose s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+Jose+s%2Fn,-41.152388,-73.420043"
los lagos,frutillar,"av. arturo alessandri, recinto estacion s/n",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Arturo+Alessandri%2C+Recinto+Estaci%C3%B3n+s%2Fn,-41.115055,-73.050070"
los lagos,futaleufu,balmaceda n°636,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+N%C2%B0636,-43.182461,-71.866636"
los lagos,hornopiren,diego portales s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Diego+Portales+s%2Fn,-41.965362,-72.471170"
los lagos,hueyusca,sector rural s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+Rural+s%2Fn,-40.926662,-73.529316"
los lagos,llanada grande,sector rural s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+Rural+s%2Fn,-41.877134,-71.929229"
los lagos,llanquihue,o'higgins n°430,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%27higgins+N%C2%B0430,-41.259106,-73.006403"
los lagos,los muermos,o'higgins n°105,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%27higgins+N%C2%B0105,-41.395355,-73.463516"
los lagos,maullin,mac iver n°196,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Mac+Iver+N%C2%B0196,-41.617111,-73.598528"
los lagos,mechuque,sector rural s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+Rural+s%2Fn,-42.288707,-73.278208"
los lagos,misquihue,sector rural s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+Rural+s%2Fn,-41.532451,-73.450041"
los lagos,osorno,"mackenna n°930, piso 2",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Mackenna+N%C2%B0930%2C+piso+2,-40.574510,-73.134466"
los lagos,palena,pudeto n°14,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pudeto+N%C2%B014,-43.616195,-71.807742"
los lagos,peulla,sector rural s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+Rural+s%2Fn,-41.086662,-72.020359"
los lagos,puaucho,avda. norte sur s/n,viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Avda.+Norte+Sur+S%2FN,-40.604504,-73.470383"
los lagos,puerto montt,av. presidente ibanez n°600 edificio institucional,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Presidente+Ib%C3%A1%C3%B1ez+N%C2%B0600+Edificio+Institucional,-41.462444,-72.937741"
los lagos,puerto octay,pedro montt n°365,todos los jueves de 8:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pedro+Montt+N%C2%B0365,-40.976075,-72.881026"
los lagos,puerto varas,"san jose n°242, piso 2",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?San+Jos%C3%A9+N%C2%B0242%2C+piso+2,-41.317899,-72.982677"
los lagos,puqueldon,m. carreras s/n,"miercoles, jueves y viernes de 08:30 a 14:00 hrs.","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?M.+Carreras+s%2Fn,-42.599345,-73.673759"
los lagos,purranque,"eleuterio ramirez s/n, recinto estacion",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Eleuterio+Ram%C3%ADrez+S%2FN%2C+recinto+Estaci%C3%B3n,-40.912106,-73.162771"
los lagos,quehui,sector rural s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+rural+S%2FN,-42.615265,-73.476219"
los lagos,queilen,p.a.cerda n°277-c,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?P.A.Cerda+N%C2%B0277-C,-42.622118,-73.774996"
los lagos,quellon,22 de mayo n°395,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?22+de+mayo+N%C2%B0395,-43.136287,-73.663931"
los lagos,quemchi,pedro montt n°381,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pedro+Montt+N%C2%B0381,-42.144171,-73.473430"
los lagos,quenac,sector rural s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+Rural+s%2Fn,-42.460447,-73.336830"
los lagos,quetrulauquen,isla huar s/n,martes a jueves de 08:30 a 14:00,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Isla+Huar+s%2Fn,-41.677528,-72.960205"
los lagos,quilacahuin,mision quilacahuin s/n,primer y ultimo miercoles de cada mes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Misi%C3%B3n+Quilacahuin+s%2Fn,-40.375190,-73.263831"
los lagos,rahue,chillan n°656,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Chill%C3%A1n+N%C2%B0656,-40.574978,-73.154526"
los lagos,riachuelo,balmaceda n°490,ultimo miercoles de cada mes 08:30 a 14:00,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+N%C2%B0490,-40.822806,-73.336067"
los lagos,rio frio,av. central s/n,ultimo miercoles de cada mes 08:30 a 14:00,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Central+s%2Fn,-41.302055,-73.455026"
los lagos,rio negro,mackenna n°277,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Mackenna+N%C2%B0277,-40.798607,-73.215809"
los lagos,rio puelo,santiago bueras n°222,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Santiago+Bueras+N%C2%B0222,-41.659479,-72.282751"
los lagos,san juan de la costa,mision s.j. costa s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Misi%C3%B3n+S.J.+Costa+s%2Fn,-40.516148,-73.400002"
los lagos,san pablo,colon n°351,"lunes, jueves y viernes, de 8:30 a 14:00 hrs.","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Colon+N%C2%B0351,-40.411993,-73.012562"
los lagos,so hornopiren contao,los ulmos s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Los+Ulmos+S%2FN,-41.801119,-72.717197"
los lagos,so hornopiren rolecha,sector rural s/n,1° viernes de cada mes 08:30 a 14:00,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+Rural+s%2Fn,-41.913008,-72.862015"
los lagos,so hospital castro,"sin espacio fisico, se atiende por requerimiento",1° viernes de cada mes 08:30 a 14:00,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sin+espacio+f%C3%ADsico%2C+se+atiende+por+requerimiento,,"
los lagos,so hospital osorno,guillermo buhler n°1765,"lunes, miercoles y viernes 08:30 a 14:00 hrs.","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Guillermo+B%C3%BChler+N%C2%B01765,-40.588097,-73.127875"
los lagos,so hospital puerto montt,los aromos n°65,"lunes, miercoles, viernes 09:00 a 14.30 horas.","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Los+Aromos+N%C2%B065,-41.466657,-72.935357"
los lagos,tenaun,sector rural s/n,1° miercoles del mes 08:30 a 14:00,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sector+Rural+s%2Fn,-42.330631,-73.371506"
los rios,choshuenco,padre bernabe s/n,martes y jueves 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Padre+Bernab%C3%A9+s%2Fn,-39.834987,-72.081002"
los rios,corral,miraflores s/n,lunes y viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Miraflores+s%2Fn,-39.882532,-73.427845"
los rios,futrono,balmaceda s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+s%2Fn,-40.124531,-72.380851"
los rios,la union,letelier s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Letelier+s%2Fn,-40.295272,-73.079323"
los rios,lago ranco,puerto montt n°117,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Puerto+Montt+N%C2%B0117,-40.321158,-72.482209"
los rios,lanco,av. 18 esq. condor,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+18+Esq.+C%C3%B3ndor,-39.451836,-72.772279"
los rios,liquine,camino internacional n°854,lunes y viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Camino+Internacional+N%C2%B0854,-39.733446,-71.853654"
los rios,los lagos,patricio lynch s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Patricio+Lynch+s%2Fn,-39.862515,-72.818377"
los rios,mafil,balmaceda s/n,"martes, miercoles y jueves 08:30 a 14:00 hrs.","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+s%2Fn,-39.666450,-72.951880"
los rios,paillaco,"vicuna makenna s/n, paillaco",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Vicu%C3%B1a+Makenna+S%2FN%2C+Paillaco,-40.070003,-72.873436"
los rios,panguipulli,jorge alessandri s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Jorge+Alessandri+s%2Fn,-39.642115,-72.327976"
los rios,reumen,lautaro n°220,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Lautaro+N%C2%B0220,-39.991358,-72.833476"
los rios,rio bueno,ejercito libertador n°217,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ej%C3%A9rcito+Libertador+N%C2%B0217,-40.335750,-72.957373"
los rios,san jose de la mariquina,mariquina n°56,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Mariquina+N%C2%B056,-39.538469,-72.967458"
los rios,so conaripe (liquine),guido beck de ramberga s/n,martes y miercoles 09:00 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Guido+Beck+de+Ramberga+S%2FN,-39.567421,-72.007622"
los rios,so hospital valdivia,bueras s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Bueras+s%2Fn,-39.828165,-73.247523"
los rios,so las animas,av. pedro aguirre cerda n°228,martes y jueves de 8:30 a 14:00 horas,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Pedro+Aguirre+Cerda+N%C2%B0228,-39.816168,-73.225396"
los rios,so neltume (choshuenco),los robles s/n,"lunes, miercoles y viernes 08:30 a 14:00 hrs.","https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Los+Robles+s%2Fn,-39.849040616591985,-71.94591164588928"
los rios,valdivia,av. ramon picarte n°786,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Ram%C3%B3n+Picarte+N%C2%B0786,-39.847624,-73.198003"
magallanes y de la antartica chilena,cabo de hornos,"bernardo o´higgins n° 187, puerto williams",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Bernardo+O%C2%B4Higgins+N%C2%B0+187%2C+Puerto+Williams,-55.980137,-67.265854"
magallanes y de la antartica chilena,cerro sombrero,av. libertador bernardo o'higgins s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Libertador+Bernardo+O%27higgins+s%2Fn,-52.775653,-69.292338"
magallanes y de la antartica chilena,la antartica,base aerea presidente frei montalva,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Base+A%C3%A9rea+Presidente+Frei+Montalva,-62.201111,-58.960556"
magallanes y de la antartica chilena,porvenir,bernardo philippi n° 175,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Bernardo+Philippi+N%C2%B0+175,-53.297902,-70.365332"
magallanes y de la antartica chilena,puerto eden,sitio 5 manzana b s/n puerto eden,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Sitio+5+Manzana+b+s%2Fn+Puerto+Ed%C3%A9n,-49.1265042867176,-74.40514348410034"
magallanes y de la antartica chilena,puerto natales,bernardo philippi n° 699,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Bernardo+Philippi+N%C2%B0+699,-51.726712,-72.501671"
magallanes y de la antartica chilena,punta arenas,ignacio carrera pinto n° 618,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ignacio+Carrera+Pinto+N%C2%B0+618,-53.153681,-70.912546"
maule,cauquenes,chacabuco n°530,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Chacabuco+N%C2%B0530,-35.966675,-72.313434"
maule,chanco,pedro de valdivia n°21,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Pedro+de+Valdivia+N%C2%B021,-35.734993,-72.535129"
maule,colbun,los copihues n°463,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Los+Copihues+N%C2%B0463,-35.698837,-71.403753"
maule,constitucion,montt n°425,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Montt+N%C2%B0425,-35.331321,-72.412160"
maule,coronel de maule,oficina cerrada anexada a cauquenes,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Oficina+cerrada+anexada+a+Cauquenes,-36.035201,-72.446522"
maule,cumpeo,5 de abril s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?5+de+Abril+s%2Fn,-35.282188,-71.256115"
maule,curanipe,samuel jofre n°434,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Samuel+Jofre+N%C2%B0434,-35.845965,-72.636495"
maule,curepto,plaza de armas s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Plaza+de+Armas+s%2Fn,-35.093279,-72.020703"
maule,curico,carrera n°92,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carrera+N%C2%B092,-34.985415,-71.232495"
maule,empedrado,bueras n°235,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Bueras+N%C2%B0235,-35.596038,-72.274590"
maule,hualane,av. libertad n°66,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Libertad+N%C2%B066,-35.118013,-71.693308"
maule,huaquen,huaquen s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Huaquen+s%2Fn,-35.118013,-71.693308"
maule,huerta de maule,diego portales s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Diego+Portales+s%2Fn,-35.662078,-71.945226"
maule,licanten,alejandro rojas n°385,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Alejandro+Rojas+N%C2%B0385,-34.985302,-71.984955"
maule,linares,independencia n°667,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Independencia+N%C2%B0667,-35.846587,-71.593782"
maule,llico de mataquito,ignacio carrera pinto s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Ignacio+Carrera+Pinto+s%2Fn,-34.764708,-72.078636"
maule,longavi,2 oriente 2 sur s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?2+oriente+2+sur+s%2Fn,-35.965924,-71.688233"
maule,lontue,carrera n°92,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Carrera+N%C2%B092,-35.056945,-71.273655"
maule,maule,plaza de armas n°455,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Plaza+de+armas+N%C2%B0455,-35.523600,-71.692284"
maule,molina,yerbas buenas n°1507,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Yerbas+Buenas+N%C2%B01507,-35.112537,-71.281509"
maule,nirivilo,av. comercio s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Av.+Comercio+s%2Fn,-35.545758,-72.089196"
maule,parral,"balmaceda, esquina dieciocho",lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda%2C+Esquina+Dieciocho,-36.142026,-71.823068"
maule,pelarco,catedral s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Catedral+s%2Fn,-35.383406,-71.447627"
maule,pencahue,julio zacarias meza n°600,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Julio+Zacar%C3%8Das+Meza+N%C2%B0600,-35.393235,-71.798648"
maule,putu,balmaceda n°428,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Balmaceda+N%C2%B0428,-35.213438,-72.285432"
maule,rauco,p. edo. frei pje nuevo s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?P.+Edo.+Frei+pje+nuevo+s%2Fn,-34.924518,-71.318106"
maule,retiro,rosa de balboa n°99,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Rosa+de+Balboa+N%C2%B099,-36.057114,-71.767175"
maule,romeral,o´higgins n°152,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?O%C2%B4Higgins+N%C2%B0152,-34.960352,-71.124589"
maule,sagrada familia,valdivia c/esmeralda n°371,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Valdivia+c%2FEsmeralda+N%C2%B0371,-34.999563,-71.384708"
maule,san clemente,paula montal s/n,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Paula+Montal+s%2Fn,-35.536576,-71.485425"
maule,san javier,esmeralda n°2402,lunes a viernes 08:30 a 14:00 hrs.,"https://www.registrocivil.cl/BuscadorRegCivil/servlet/com.buscadorregcivil.mapagoogle?Esmeralda+N%C2%B02402,-35.596051,-71.732291"
